Lost,VDSS,V/VDSS,CISS,COSS,CRSS,IDSS,VGS,RDS(ON),LETth,FAILURE MODE,ION
640,1291,0.7974363607380491,1551,2658.9092972265207,93.83517475031596,21,4.379674074454807,0.28362518239975737,-6.423798280110695,1,1
641,502,0.35180236539116116,50,1038.0721658161042,354.3800125705517,38,6.6007806263977855,0.2681780067857308,1.4758127125404599,0,0
642,592,-0.12531603824711668,2802,878.1695446271086,144.51106339836764,72,1.639699905313978,0.19075573306803806,-24.883817931421476,1,3
643,2162,0.6728623448615478,2842,2005.4078254741205,339.4469248778611,55,2.8894571874096817,0.7585473628570953,65.15718972110865,2,1
644,6,0.4437125287699031,12468,3294.2862628098883,-51.624548822047686,38,0.5025132132672447,1.1546023753901298,43.04777643994208,0,0
645,466,0.08752327838627527,3541,2149.2397234268924,495.0342406435632,33,5.668007408261512,0.24483954970163319,4.207469074476766,2,2
646,309,0.0076740141158225805,6189,2683.861415823041,869.6831318380437,32,1.2347359197890027,0.4026456901285462,-0.06492496472574771,2,2
647,523,0.6990501717890534,14878,82.68420573144866,233.5732785663646,16,-2.3214846900904402,0.4280089020499026,-8.83141588595879,0,1
648,432,-0.12388474917243752,6615,2295.104880874061,849.820204829113,59,-1.6960650791948437,0.678436268142566,10.646377779305531,2,0
649,1487,0.2472055711757527,5621,595.6877276819714,219.85912695238045,47,4.871019008887655,0.2182442297888356,-5.5137235712524415,2,2
650,181,0.8167723778040422,3931,1377.2859097559353,395.6806802992265,22,-0.6868302419963903,0.31613967647914143,-1.6199530349857127,2,0
651,-510,0.10974016327341607,3257,-69.54285998028098,46.71450538681859,52,2.2819185428411926,1.0775551065107778,-21.867434378132387,1,1
652,184,-0.4848660647248991,3709,589.0413971529488,157.7200482810678,10,3.40387313477579,0.3453132391780357,21.31724334545461,0,2
653,1344,0.4152837720321267,-396,148.58321488525283,225.912226264769,20,3.9938556267543666,0.0022420693005398423,-15.513475008339363,1,0
654,1723,-0.47859984711955905,5624,34.29105121037918,217.5432590811167,72,7.047941618777591,-0.13407729660742684,-18.30531921362136,2,1
655,2337,-0.5336262123483669,5916,151.7638406377368,18.246555540453357,38,6.1808321538015285,0.06492932925243539,-3.862318246147211,2,0
656,815,-0.3168948144359135,4472,789.3184262209667,193.5827898393636,31,2.6816751360176516,0.706521199974155,37.45654507295602,1,2
657,2325,0.34843455217462566,7645,1334.5571108670063,204.727660974844,31,4.732463915128227,0.4216283339835877,-15.302494954103814,2,1
658,-160,0.3273649187373331,633,427.5153274436737,944.3356509714129,39,1.07206215105901,-0.030813835982683585,-16.03063382372921,1,2
659,-34,-0.057997253072714305,9306,1646.305812937465,267.90487762481837,29,2.9731239246513765,0.18184535804541913,-12.185842940273083,0,0
660,299,0.9919612802931925,5019,215.042472287814,148.34066422729094,63,4.77510640893642,0.5780894237725819,-0.7818616364326374,1,0
661,570,-0.07094986170589157,-704,707.8327523208309,-233.03909317261997,10,8.523119200229822,0.4848104591731564,30.013706047540246,0,2
662,581,-0.3323586047863385,1685,45.13273609095654,96.01473546749143,5,1.4381275831572182,-0.07490147089096211,-12.262919974667454,0,3
663,777,1.0910389557638491,7958,285.7394096188001,5.552529382002504,2,0.6731148443338921,0.24830632689300328,23.56629631671439,2,1
664,323,-0.126378560591772,5712,292.58703938338795,-34.92032419802568,63,4.440756545466424,0.15474145899056146,-24.766294730220054,0,2
665,1958,0.30156012839607643,3796,503.5128102911357,457.86733266320255,44,2.4264406748451526,1.3099872456069726,-12.622137387592836,1,3
666,554,-0.2399815608580247,1802,315.9576841792559,154.95589602704098,64,6.4648648864991705,1.0479073380020871,-5.752577282719606,0,0
667,1505,-0.30872044613142346,7135,507.60992217141313,218.6382476886753,-1,8.861944810457672,-0.03871323681806463,-24.060020920939877,0,0
668,454,0.7321467510749471,9208,397.4233939132703,46.71062199857016,30,3.6017418197789732,1.005231354752809,1.8605366991501242,0,1
669,682,0.9772439432855278,5830,547.4190991767443,202.50267435761796,19,4.1144069212807395,0.12860571433391704,17.255570679205473,1,3
670,1212,0.3456422474433455,1644,-65.66680554263081,479.3831795094443,17,3.3641744848475046,0.14000753765301957,10.088668925087983,2,1
671,169,0.06762834068708812,13928,396.7974684705223,661.897740568688,61,2.6325824796423407,0.25436321997749267,-21.379607423340858,2,3
672,594,-0.29858010437932425,3405,-101.70628219992386,690.528801228534,69,4.489303995288815,0.23185443416406393,10.467769839810948,1,1
673,720,0.8703141107122142,20126,532.5402840311541,207.32670352337766,24,5.2659186153486095,0.2682999890614128,-5.55288731811234,1,0
674,525,0.05544115970858077,1417,2806.6830664331983,456.43934970927467,34,6.494014852689484,0.3742845276238826,13.434250877336808,0,0
675,1686,0.44142907791786534,12132,586.2647204877339,305.1702156411462,5,-1.6697956650783132,0.9456178823142167,9.507063513506111,0,2
676,96,-0.39156972516512956,3375,681.8429053741369,40.149028082946806,74,-0.060659180779031985,0.28902872869802826,-0.73487952248054,2,0
677,643,-0.28103946800406887,4317,213.815097485779,357.0191150355807,68,2.6077170143653703,1.1042914935253372,-1.1431884503926,2,0
678,281,0.2184996085434902,684,2084.279309512951,95.76223621549514,30,-2.77805854936992,0.2463740585996287,-2.675356685955812,0,2
679,755,-0.08563797436098608,4283,-195.81531358745826,446.86504012675357,21,0.5289084471964656,0.8062488968982345,-10.728973929520173,1,0
680,1075,0.5019231270798044,2296,394.67029491879657,258.70995677852886,85,1.8249409354573127,0.20665037708694883,-12.897434197994606,0,3
681,31,-0.1175814045114224,5540,-83.68847671783368,373.52347252113134,31,2.661352887711214,1.1813606729589334,5.1936819744658855,1,3
682,408,-0.014388455082436025,7289,596.1590570676348,321.4245109933338,0,-2.849538843384292,0.23225636192651564,37.97185366797817,2,2
683,1087,0.34346522878831925,11071,33.60137353586828,138.88269253945066,37,5.947075542118867,-0.03711716139413529,13.28235202991933,0,2
684,810,0.8137398132933478,5016,455.6573198158228,943.3955544870366,29,5.062111246186582,0.037165761051533644,-2.612370290669361,0,0
685,1215,-0.17003661354843058,1377,2519.3255996416883,31.089513779993723,31,-1.9273742303551746,0.08721526138030095,18.2303736372348,0,0
686,1672,1.2760005482604138,3329,645.6812474656763,112.42753264779384,5,5.67033326499528,0.010024653566672329,-16.514086168420604,2,2
687,231,0.14494584491438678,2814,-188.5976209419797,90.98395156208035,11,2.793934817720002,0.2551081429752872,2.8473488607967994,1,0
688,642,0.22467682293317098,2869,463.2767118419231,84.55232257501763,41,-0.6226649142231739,0.3132439110123868,-22.447024273006022,2,0
689,1629,-0.5521791771668748,13019,405.65394568328156,955.1651828311187,94,-0.8001575619709993,0.42929679961130696,6.798059242225278,0,0
690,-96,0.5023979867432087,3870,-635.9317882274538,832.23365952219,13,3.458968772743564,0.8491939151953865,-11.36198999870345,0,0
691,40,1.0266121295805457,1138,-244.31379240284343,276.5428496725851,28,3.8563695796985824,0.37995095416767544,-9.44094089816602,1,0
692,992,0.7732825898278455,3580,188.8626765907909,183.36048553280506,26,-3.358771175049236,0.23339236981781233,-21.83434314940235,2,2
693,525,0.017705009060111743,5443,398.5509484693159,621.930328235944,31,0.7102855087204836,0.4356110360787579,-2.2473839855206066,0,0
694,-76,0.2483097978843169,-1040,641.2062957696446,95.77705919226979,-3,6.0384059098464125,0.28561833953975646,2.2628470178700937,2,2
695,1836,0.1449548430416842,7072,90.42362436009637,90.32456911686994,20,6.783558755154779,0.3478843967440849,-25.022551000222528,0,1
696,528,1.107318406792639,1918,2374.3935367984504,16.988251343752566,33,1.4384501817000188,0.4116668317282832,-15.307832377933742,1,2
697,265,-0.6529980293918752,4564,-195.67136404802505,103.92424234227302,58,3.476603990557821,0.2789261668551637,43.913556723382364,2,0
698,1270,0.5394697289980669,685,665.5631260448657,101.77080471791011,14,3.9500015885023476,-0.04366007840744546,-19.71779092570509,1,1
699,63,0.2791086075590822,20091,357.34488979116827,151.4558303715014,39,-1.2530447219505774,1.008809613843398,-9.812175504864186,0,2
700,275,0.6393519495257042,6356,185.20520713421217,444.75506742707984,33,2.877454043774432,0.05795117961189433,-11.009172700280722,0,1
701,724,0.14108916931012616,4470,2166.8362149388404,249.66579477357539,93,1.377051354689471,0.5741875192375553,-17.370239313332306,0,1
702,1469,0.3669514168976393,12626,-65.35659951334378,76.09527834839564,22,-0.5754867826998995,0.3492142848498645,2.208270261177951,1,2
703,311,0.31094222143419736,5990,509.71853102033697,101.34944916305054,44,-0.06430569121040652,0.7340792161739751,-3.0202277747993946,1,3
704,1291,0.352969422501637,6214,1817.614374374401,303.61537405082663,64,4.727438704847745,0.4815243741981542,32.24899572637255,0,0
705,-276,1.0679259747647627,5899,473.1604652947777,356.7186394649725,38,3.3210574140310474,0.1440964564163732,48.87301623820164,2,2
706,143,0.3685295319364369,2849,544.2444462369796,555.4998204338965,35,2.0737669030360633,0.1271229168424653,-6.956014543415968,1,3
707,640,0.049646796074259036,5584,518.058763910918,8.487011485352397,40,7.222613942940092,0.873508488811939,14.472269947621317,0,3
708,695,0.4294156928339358,11538,782.4360032379892,174.12850100573058,32,4.609522023667236,1.0164854785557875,11.242850872611271,0,3
709,2128,0.012120067058064399,11075,-514.9299743934291,192.20922136863538,75,3.4203210724605424,-0.16074906195194114,27.06168719134998,1,1
710,-230,-0.11079274781073545,12881,350.12556531622,108.28436521046632,21,3.798300866496747,0.3362292076715014,-5.841160140938975,0,0
711,1195,-0.12339051725005346,6012,722.1819833529903,310.094533195137,34,1.36427247166008,0.23601498874497612,31.585218058152975,0,2
712,677,0.4657687824139252,6944,209.42920863564046,580.0414492187467,35,3.4802685187121387,0.13791768974061924,-16.599800560839157,0,0
713,1839,1.058978276102498,722,727.6422431886244,55.41763612038807,21,-2.679340138753183,0.2516736386627244,19.327529845425417,0,3
714,634,-0.18184481687854603,3045,123.14254984863055,-54.16887955061465,74,4.135179683646423,0.13970558996489985,0.38005877662850907,0,3
715,25,-0.14363067005912078,8017,45.25995541757425,-4.622855024685919,64,2.62370753315258,0.18892448561564773,3.0980260047674655,0,0
716,1873,0.8287548905088258,13220,643.8784719767808,469.8183852705782,41,2.341587167620098,0.21102025785603612,34.20559402720541,0,2
717,796,0.7200272321014871,16454,-73.45785652313992,127.5658625253878,35,1.5123848200204857,0.14953556489538208,-21.319081995928087,1,0
718,2324,0.8312660526649271,242,912.7418011831178,887.0547909954184,80,0.9931348658512433,0.2946187135247813,-10.920006560714668,0,0
719,227,-0.08383561034101972,4552,1690.6607067740933,366.6895925504082,36,8.514377888199066,0.1707490370342099,2.809833083495171,0,2
720,650,0.7824571195425905,1784,54.489852229228376,131.68850283463442,73,0.4605467972301567,0.38188341425708094,20.660241828427807,1,0
721,-26,1.1810732003222546,3443,-38.75343817411857,805.278954187992,37,5.565731801922526,0.2686241115673105,-4.024382568815632,0,2
722,698,0.955472113598976,2772,230.49441604486867,150.0098052168849,77,5.418852933081502,0.3648910530993362,-17.746719457072913,2,2
723,468,0.9176263814089414,7407,1264.8121844648886,314.38583833377794,34,6.3274762498956525,0.35837456557909053,-5.364451487433904,2,0
724,728,-0.020889289076483242,3540,1507.6084670559808,399.5718109522977,19,3.8559904964031384,1.0313854521894181,-10.509448404047923,0,2
725,859,-0.4349437502775303,3912,454.5328942531778,-337.6741924676816,38,4.222328775648615,0.10256609859718634,-0.15077518978667825,2,1
726,201,-0.009193249359244815,-898,-102.99032603351202,285.00980266427945,6,2.394518182614109,0.45088150556542833,-8.220920069866324,1,1
727,92,-0.5359266031530993,14911,30.29766348095677,247.25385227923107,32,-1.7062284464166348,0.978442448803682,35.93484450281919,0,1
728,1147,0.5015279968148563,4401,510.85908476162416,287.6034710022382,10,4.763684920329827,-0.4409787618870703,14.736979802073002,0,1
729,1824,1.1161140371035772,1860,112.13688987085601,143.05955074880504,31,2.1170420380975115,0.014097512609034676,15.470034614829185,0,2
730,1587,-0.2084149566298874,17426,712.5156909807278,916.2591085226204,-5,3.804691851904324,0.7714698757723579,-4.6909213351223755,2,1
731,1822,0.45880347389130083,6629,382.37928077960214,98.00343418026895,43,2.113913468051446,1.1287315880594626,-1.7042851305141795,0,3
732,508,0.34839089169608684,4494,792.0657933277453,907.2182179108745,39,0.6623863187302708,0.8330918820789739,48.39868665347705,0,1
733,525,0.19450050761707066,6275,894.2445541460011,82.52523809024714,19,2.6411061706918195,0.3314829570614127,-7.134306871770903,0,1
734,-315,1.0473200676422012,11213,436.70235308498815,392.56281124964516,79,-8.354739544428547,0.45813751135697234,-21.695174617130142,1,0
735,6,0.8293120897611455,-3174,725.2146829718964,66.3106964896388,25,-2.8626460841161574,0.12975722573771528,4.859747410872629,2,2
736,1270,0.6870061979625992,19778,2052.9130220267307,551.7554718658762,3,6.895379472464062,-0.043909921450899225,-0.025960971751700868,1,0
737,-96,0.46658615958287797,8196,2678.6397136226415,800.8325387424729,18,3.668208108530452,0.15865584336575367,0.012587533139772233,1,2
738,406,0.6045852493493967,3040,-153.27884256212621,832.1222496928999,6,-3.9551355572779228,0.4137248287131444,-29.481021776711586,2,0
739,235,0.5099427130767406,2109,263.3390240885782,233.26300626747798,19,3.4441741132251495,0.35400391762587935,-8.443306070983951,2,1
740,401,0.3030835309086764,1165,99.87492716047811,274.05766902676675,15,2.1795049099243426,1.399127878912483,13.844926888796202,0,0
741,742,0.5212825105463371,9092,-41.80099853130213,645.0877300461287,73,3.0859908362102457,0.06049708012667947,7.633212261117496,0,3
742,386,0.2286713459353989,3663,2937.459902755724,39.5379278857402,40,4.526796919039608,0.7188516299576763,-12.304285009349421,1,2
743,1125,0.2506300628136888,13068,-121.92030834615537,184.64806053709316,18,6.308232570595292,0.15114636426993244,28.16797864412527,0,1
744,434,-0.34184114431070345,15381,801.0637327096347,-97.27823400182064,18,3.859822908590206,-0.003286080485836007,22.997203488542205,1,1
745,328,0.7177279562820937,12961,227.94385074073585,294.7220796402056,38,3.7997538871557444,0.026703792626278214,-3.4007389519564697,0,0
746,2364,1.06247635677281,6371,938.6743592742941,254.46930269410592,32,3.5445338366710226,0.14799194161273505,-16.75017928118531,0,0
747,1641,-0.22838094041243162,1220,-166.28579087593437,543.7499528546425,85,8.673761753939532,0.45086938006552263,16.110903009265254,1,0
748,460,0.3815634953770706,-281,464.9065609360448,264.60592102319856,23,2.084045959186942,1.2126926327372118,-6.873935671719899,1,0
749,-205,0.6649545265170975,3351,816.1439282861885,586.8979235598713,72,0.8865823525275927,0.32529427662713273,7.202914425450981,1,3
750,1842,1.0002480078220226,7370,1009.7314431231562,285.3775327962932,34,3.255853793364471,0.14919204541755465,0.19433560371992797,0,1
751,1615,-0.03595015893544662,7676,-48.29634522686689,752.853596426928,23,5.607466285792654,0.3635678906410418,-11.289655121559178,2,2
752,274,1.5075274495211417,2962,723.6622586410599,161.58636230904443,98,1.6519078640348206,1.157071230084143,-6.265844892413078,1,1
753,-231,0.5192910226398104,1070,717.44101955107,-24.321229975255548,59,2.539192397159557,0.16466348962269706,35.96197363986438,0,3
754,1312,0.7441808269613741,2992,580.8589922737956,238.15880334814835,13,-1.6745100040293228,0.2218176072142058,-5.516028731095162,1,0
755,612,1.1747078468274725,-2680,635.7402690803505,817.7180149445055,39,6.059191897029441,0.07539467060722964,-21.575526034583262,2,2
756,541,0.3938757601055853,13242,4069.7987214479726,559.9753659723951,34,8.06084277770757,0.17656226604778374,-10.566725833276763,0,0
757,1725,1.0008168850786827,1146,-258.9918925236615,432.0148375263157,14,3.3124110729173832,0.15007300294689857,-3.984012308485198,0,1
758,609,0.2540590926375663,7141,431.2371660749357,893.242928040389,44,3.1975642518425214,1.0650299713747664,30.397786327252756,2,2
759,573,0.11785303133394293,4182,2000.2767624309822,166.36040134743354,37,4.271478654184402,0.10799004325244539,-11.64331937645791,2,0
760,525,-0.19720978431786973,5561,654.6057638657355,261.4444058703989,29,3.8372584157905134,1.2028696665001073,-12.100244405108327,0,1
761,343,0.8081195047387922,12826,98.45786546060324,72.77676222631342,24,3.695495312367332,-0.05085175188863353,11.868697774831364,1,3
762,-491,0.6446213311156601,18238,867.0849078456911,143.98693042139132,20,-3.671360661448709,1.374545432171388,20.44159322251445,2,1
763,323,0.36600328813653915,7393,-58.152721967841615,506.407655918473,63,3.031347074296379,0.16485201351038553,-8.09551458032923,1,0
764,1904,0.548632431554731,7702,303.17677469527445,141.3365045239681,35,2.720495609670917,0.7264393046892321,-1.8322115140907087,0,2
765,425,0.00923006418159511,1414,540.7815456722481,2.569389375488626,35,-2.3152625910346716,1.0635879913230082,22.717635940060944,0,1
766,1095,-0.652761965478342,2346,93.9134897185892,744.4637889459873,15,3.532126301791827,0.1261388337838819,-21.791172339592286,0,1
767,298,0.6248477409875373,12764,546.5304333649584,529.6106632376332,42,2.6751636184689924,0.045037332282824305,18.71249062719928,2,3
768,260,0.5177665051418714,7325,164.63927617069146,274.93251438125094,33,3.584557668328112,0.2736094657997054,-2.8454870705348867,2,1
769,933,-0.02978804575070848,3752,335.52519662985014,236.14221466037952,21,7.2086810057545705,0.5622655385027403,13.46920381228297,1,2
770,1769,-0.25821771335107824,4333,2414.358099604197,67.83690061843626,26,0.9197591864389405,-0.00579634529807127,-9.102477913980522,1,0
771,36,0.483208466158276,6536,797.1231338714066,191.0623666445174,-1,2.633991631868632,0.06120636102872308,-18.80485574120145,2,2
772,23,-0.06379850223053318,14607,907.9110467396468,-65.85043766085163,1,2.474111184249198,0.21836451147304323,-4.147311110168175,0,2
773,404,0.09643467156100949,5442,-282.2108296588008,205.77169880356337,32,4.166104062797281,0.9652207572295548,-12.513383381980262,1,1
774,-46,0.5814787333091621,2181,456.9261702080378,576.3637567281457,11,-0.9573700497698507,0.394745486247597,4.3953955327462815,0,2
775,464,-0.2456192397104935,3839,757.533271578201,111.7032716767138,42,-7.830219158090714,0.26043902415063347,-12.495749108937353,1,0
776,-7,0.782662042111216,2527,408.1625745543437,731.6227475079068,20,3.557065564570591,0.9242470912538301,-27.783397397498206,2,2
777,1433,-0.5123230286048405,1065,829.4579457143808,263.86374551203926,47,0.011105743445823935,0.44760468465961045,0.6867449126528697,1,3
778,1627,1.0327357073070753,2614,189.46895573645293,266.81904607123164,56,-0.06552796727880605,0.1345360987563941,-1.4077584771241902,1,0
779,473,0.008964658548613724,2213,351.06312264007846,32.039131350915724,20,-3.4700053617106743,0.020061589200948027,-10.442434970422717,1,0
780,-100,0.6724479713189283,933,-491.6789900413537,-30.112037028502883,4,1.672974697043254,0.15445098709829336,-0.07351837689504492,0,2
781,679,0.08147645859782188,4998,500.84709802986004,38.25059952582651,36,2.9711812395436192,-0.10789856599402867,65.73540530924764,2,2
782,819,0.7245394408405113,19164,0.07985727932327791,372.6367081994656,40,3.4442873982829716,0.7929254872359182,37.477777163175446,0,0
783,289,0.22089639667718286,4478,104.29615522804639,271.2201039687578,104,4.072765780586086,-0.07253111409762036,-24.04048898598139,0,2
784,2181,0.4663302655572844,3808,614.846799840554,70.420080261755,34,2.7636742106621615,-0.09472713979199787,-7.780678485762159,1,1
785,1304,0.6173753733208434,7161,-214.08435743586278,433.2758639197708,83,0.5823116406756226,1.317166404694203,-10.786471088023447,0,2
786,-180,-0.4707864210865734,2803,-173.34860230883328,203.43240331532377,31,-3.816602440213499,0.46531734729048013,2.834392823760517,0,0
787,120,-0.30596733215675287,-1836,409.8093202128288,654.6525972927467,22,2.1231710105061943,0.9056491804265027,23.200396137537865,0,2
788,800,-0.13159841335929956,12988,2618.1666181646665,-66.4817669307733,69,2.115327634981103,0.30723366272262365,27.70106292487403,1,0
789,2172,0.15969005893706611,6146,474.58825270873973,269.45045708493984,29,6.422188828657805,-0.04843466158823212,-3.1334163166778595,0,3
790,504,0.5282769547850877,5302,-296.82181881230224,84.70707695612961,26,3.427793255933033,0.2011867474853834,-15.288080713700822,0,0
791,449,-0.23262923016559311,-147,151.219665117106,-95.91514915438556,87,1.5499696446621858,0.3651502748424085,10.22831087406966,1,1
792,1672,0.24595766784762424,17276,-53.76053412763201,225.08977450913633,38,4.739617836228307,0.27347064383250624,4.28790796677,2,0
793,1145,-0.1255152880833158,2994,-186.0678733458389,108.68420126615233,36,6.497615587643673,0.7881968908496877,36.62921928523468,1,0
794,694,-0.34510386526874903,-4,-190.80442473316714,138.8800869989106,19,0.8702409508904834,0.17855062828700918,20.962802047939917,0,2
795,158,0.05418940283463147,5012,1077.3602708038736,768.0216869467852,21,2.8599697441949115,0.10560463026421768,10.96116992801771,0,1
796,1833,-0.3474700597696304,1947,750.0323693832058,702.3776916551844,68,6.501825452557277,-0.1356016358495635,0.08073956391432802,0,3
797,346,-0.17615901760618224,4398,63.87136659452281,289.78840932851966,-5,2.0573544899576546,0.08670138866778676,-3.0287892263469587,2,0
798,924,0.8421240341912886,17916,706.0831459552393,805.0260553356586,19,4.872285065489092,1.0136564940247386,-19.586181080473466,2,2
799,893,0.8502290777932958,4569,474.7943701980669,78.16799944214733,29,1.5165052627548665,0.3298437551995984,8.46381488649003,1,0
800,145,-0.28307593982293866,-709,759.7833584578467,265.8464734099125,64,2.0531596134933956,0.3637087097632684,-3.304313756178601,2,2
801,1420,0.33121195069646847,11289,-42.25962182730831,30.685229047046477,29,5.185323298000802,1.124423309138821,6.487949324597441,1,0
802,-212,0.5152925137483813,15942,890.6917286873863,256.3326162760188,64,2.8373942832530887,0.846809117354929,8.002069796574034,0,0
803,137,0.5909588374708129,5309,431.956272130417,431.78042180315356,44,0.7310612275485746,0.9645821309689488,-2.5949837124449076,1,2
804,13,0.12798296655621116,2458,132.313621584353,259.92788158583033,10,-1.63997581211896,0.7211211650036844,-13.456513363869092,1,1
805,-214,1.2077120388193974,991,643.1989021391793,285.2816307789192,22,-2.140020443615863,0.990407437300654,-17.55980175592694,2,2
806,-554,0.2517637486085789,510,584.0429609002417,58.72402175199068,-4,2.781933851315623,0.8393906684571018,-16.16444096170519,0,0
807,-86,0.030416389637132835,3535,438.5007875906341,394.4162468773527,33,1.8826896890006002,0.1669031558080708,6.572009754841147,0,0
808,62,0.8003019121816449,2833,686.4382005328071,278.14634668149534,54,1.630877793670371,0.43348956326294696,13.853220670136725,2,2
809,571,-0.5673252162568231,10260,10.01094962980352,779.8184255027129,49,3.778823433843334,0.06932671109367095,-15.601011156196876,2,2
810,2240,0.01376418140447394,1605,266.1402138425986,704.8922246436564,17,-1.259401651963255,0.07156632593152007,-12.687664652307312,0,1
811,1217,0.10434101303891419,2783,1895.1931293987789,644.7906371680219,40,6.166850208062305,-0.009923041486320325,-3.908569260877087,1,0
812,1488,0.16309221174592908,5095,366.15843244298264,330.64051179543617,43,2.887181086152981,0.2692124522854402,-9.460085310585953,1,2
813,684,0.35107637300742955,18654,-315.22118721621825,255.49065057746287,22,-3.328008872488091,0.997492845773966,-13.535919528572478,0,2
814,882,0.17413506566595982,-77,741.58750929051,94.21930024617811,-2,5.53361335943115,0.21434448637743486,22.692545853228665,2,2
815,2187,0.3970856072851853,7545,1774.66652875613,329.4722689820153,12,6.347960323813083,0.26804093655561423,0.5761531712904642,1,2
816,502,0.12493631802018157,3417,688.5523199238297,570.9249225761067,43,0.1587380350166796,0.18204915411470196,-15.02923563333772,1,2
817,393,0.1339029909943561,2096,1706.9310652908973,565.2761911375612,37,-0.5716097772863658,0.07549318983512587,0.166957336125229,1,1
818,1405,0.47221873297616285,6455,1372.8070430612977,675.4694435870665,79,3.8409182528243293,1.154061715865244,-17.118085988145204,0,1
819,247,0.5062542772374016,1973,1270.501680948433,193.48941632915717,14,6.100653947942351,0.8417500699733215,-17.021125451953253,0,3
820,-86,0.2636682514619231,2057,913.0405728354563,333.33943490846417,41,1.4502486474138558,0.8799847506794467,-0.4914514470273943,1,0
821,341,0.396030938740769,12472,539.6845918795102,772.6178656272214,20,-2.1591327868156673,0.370845296948063,-16.678747291605085,2,0
822,159,0.6620233767693889,4662,301.32519371687033,406.11457098381584,33,1.289117009509321,0.2913283503226759,17.608210196669795,1,0
823,520,-0.1833641702338622,13976,2460.4614373954805,-28.287089245987474,98,1.8825706866904732,0.26507803311034506,6.551093525453716,1,1
824,635,-0.07178050622232146,16203,1670.4893628711525,341.254586743468,38,4.553951523327276,0.6176644079395381,12.397082758606025,0,0
825,206,0.5945388793441166,8862,206.40545239280848,101.29530744668249,32,0.2889431596742629,-0.04094034675661237,15.840643991864638,1,3
826,453,0.3220680146145347,2223,152.97918920355227,55.19063236578731,33,1.0833618804977956,0.11431461087347455,-12.927141595898334,2,1
827,328,-0.6279353498189003,1725,2363.1598234366766,682.1816059387438,21,3.3426848942692455,0.25969247727977696,30.71568514827463,0,2
828,273,-0.3758375558874858,-3307,776.7319829341931,59.80142409374751,36,-9.08150132964256,0.15187395169448456,3.8828610198138804,0,2
829,2003,0.3755520910439911,15749,356.8291920712343,233.57120319668223,18,6.084654498723983,0.16202020147659826,-11.989852417631774,1,2
830,267,0.6391929663091611,5454,421.855247713025,183.05152123538272,24,-0.16995168307604547,0.1027206602257501,-16.683245749114448,1,3
831,140,-0.15509541878252286,-2012,143.18569334767665,99.92414216228609,16,-5.959704000454917,0.611115891039738,-26.468141906580314,0,0
832,-186,-0.3721142873009826,6329,841.5235343832361,-0.8252629068619086,42,0.07538449704205297,1.0026736627206774,3.0879044753714098,0,2
833,907,0.047770882144209326,14212,692.1809091989431,47.954261516511906,14,4.367624638984825,0.385305436815396,39.074463656637235,1,0
834,911,1.2597185542826046,6281,3965.832433935822,298.9714035961979,39,4.131348729019772,1.1793743152276297,22.737554398788554,0,2
835,152,-0.13721664843234738,4015,3474.3245490167646,50.980116462872246,29,1.6298268926104538,0.10412534743503302,8.464406157992148,1,2
836,256,0.6631718899131734,-1537,268.95572963349247,215.5907440337594,29,5.725948183660462,0.8031521056382619,-13.630858555439616,1,0
837,-166,-0.22971681021546553,8655,2206.2816305092247,457.5386882683473,50,-5.1326826628363715,1.1929013602531815,-14.736652121654423,2,2
838,1206,-0.12710181441502177,1434,72.9658374031971,264.14347471316955,19,5.470009719605753,0.34277508405677204,-7.755821112206895,1,2
839,258,-0.5751494400425655,351,1644.576287828586,180.15039911369544,12,8.342099606177769,0.2597607994075955,-4.455127853186447,0,1
840,1478,0.3826233182835367,17739,2162.423765736731,307.79023845524597,12,3.6625480911640773,0.33873020234224094,-1.736030018053576,0,3
841,-55,0.4122759914937927,8331,508.3897465418711,-25.0646604978636,13,4.352691230180826,1.0339008170144868,1.584392932272344,2,2
842,1747,-0.015663215864432645,5806,-39.45455449792183,159.02549206226655,7,3.4773255027068375,0.04168487831230047,-1.2604679518532862,1,0
843,628,0.48310857716470146,6205,770.9103758505516,327.27786503954667,41,0.8608039273919128,1.08489374787466,-4.749936623158121,1,3
844,137,0.6608606328916721,2679,2096.128149873612,285.6429807351409,17,5.815907962452108,0.05137867166760961,20.622716063431888,2,3
845,1595,0.002679114530730553,129,-113.77237784492513,86.74486794683236,22,0.7469080671952277,0.3791161811225835,-20.681231882707223,1,0
846,-72,-0.6032572423821588,1064,745.945000950733,85.60484585273534,3,6.95120737027189,0.2565564203777691,-14.333720568349463,1,1
847,-170,0.9299834705041996,-2059,876.9398106131525,26.382851754283436,-10,-0.35107030960923535,0.1123099116081631,-9.252752762306038,1,0
848,625,0.5691648254443584,15846,194.83004834508733,787.4548903284542,26,6.563390926893588,0.04268566360857879,-14.10602910402364,1,1
849,455,0.040300480372718495,16916,-79.39540271415217,543.4532493512122,13,0.7050410940994889,0.5187097925541085,-2.609633662433204,1,1
850,1820,-0.5117228143918097,1951,-23.232109978592916,45.605238417100395,35,4.303092101127037,0.5305363586348057,4.007944905594755,0,3
851,1770,0.5339769762333823,6663,136.2093688766714,99.66828990530729,28,0.9237962652888447,0.43910655284692635,7.613478574734298,1,2
852,1427,-0.22183061671824855,784,899.7859301649831,132.8842125767225,14,0.04815812096427141,0.21329410209412453,30.77433638485341,0,0
